所在城市,评论者性别,评论者昵称,猫眼等级,评分,评论日期,评论内容,城市
东莞,"('',)",rqR404970670,2,0.5,2019-01-03 19:35:36,一分都不想给,东莞
广州,"(1,)",Bruce_Wayne,4,0.5,2019-01-03 19:35:30,烂到家了，幸好没去看！,广州
漳州,"(1,)",A     【动。丽美业】阿俊,4,0.5,2019-01-04 21:06:19,一年看了40场电影 这个是最垃圾的 看了看几分钟就睡着了，睡醒就回家了,漳州
郑州,"('',)",PyI402999582,1,5.0,2019-01-04 21:01:03,这是一部要二三四五六刷才能懂的超现实片,郑州
绵阳,"('',)",mAY516528638,2,1.0,2019-01-04 20:58:48,简直不想说了……,绵阳
日照,"('',)",meet you私服利华店装修中,4,0.5,2019-01-04 20:54:40,差评 简直了 ,日照
永康,"(2,)",小欢,4,0.5,2019-01-04 20:53:49,从来没有看过比这还难看的电影....,永康
武汉,"(1,)",Sunny,2,0.5,2019-01-04 20:51:33,从来没看过这烂的电影,武汉
西宁,"(1,)",qid911204885,3,0.5,2019-01-04 20:45:34,垃圾电影。浪费钱,西宁
咸阳,"(2,)",duan029,3,1.5,2019-01-04 20:44:24,31号晚上看的  真的没看懂啥意思  看到大家对影片评价  才知道不是个人感觉没懂   真的只是影片名字吸引了我   内容或许真的是我get不到全部的点   这或许是我近几年跨年夜看的最不满意的影片了  回家可以洗洗睡了,咸阳
广州,"(2,)",Krystal_T,3,0.5,2019-01-04 20:36:09,全程画面黑暗…镜头、时间线跳得快而凌乱…终于明白点解个个叫退票了…睇唔出边度3d…浪费买眼镜的钱(`­‹´)⁼³,广州
深圳,"('',)",🖤,2,0.5,2019-01-04 20:33:03,椅子挺舒服😌,深圳
兰州,"('',)",EQC934699880,2,0.5,2019-01-04 20:29:07,垃圾电影，强忍着做到结束。,兰州
荆门,"(1,)",御坂美琴,5,0.5,2019-01-04 20:25:32,讲道理，没见过这么无聊的片,荆门
赣州,"('',)",Y,2,0.5,2019-01-04 20:22:15,看的想睡觉 看过最烂的电影,赣州
北京,"(1,)",龙腾四海,2,4.5,2019-01-04 20:20:33,很不错的一部电影。,北京
昆明,"(2,)",🍪,2,1.5,2019-01-04 20:11:48,看不懂很难过,昆明
北京,"(2,)",倩姐_,2,0.5,2019-01-04 20:11:01,简直不知道演的什么鬼 害我拉着未来婆婆大晚上不睡觉去看,北京
湘潭,"(2,)",予锥_,3,0.5,2019-01-04 20:08:43,一分都不想给,湘潭
哈尔滨,"('',)",离殇fall,2,0.5,2019-01-04 20:05:46,一星都不想给,哈尔滨
宁德,"('',)",HZB645757059,2,0.5,2019-01-04 20:05:32,垃圾！假文艺！,宁德
乌鲁木齐,"('',)",Gy2015cmb,3,1.0,2019-01-04 20:03:40,超级烂！我还买了九张！真想要求退钱！,乌鲁木齐
金华,"(2,)",💖 銭qian 🌟,2,1.0,2019-01-04 20:03:31,看了这么多年电影，这部是最厉害了，没有其一。看一个小时基本是听两个人聊天。还是回家躲被窝暖和,金华
成都,"(2,)",Everything will pass,2,0.5,2019-01-04 20:02:51,"本来不想吐槽的，但是我觉得好像没有哪部电影比这更难看了！看到一半很多人都离场了。对这电影还抱有一丝希望 看到最后才走，结果令我失望！
贼难看了！！！",成都
长沙,"('',)",cux157841515,3,0.5,2019-01-04 20:00:23,垃圾垃圾垃圾垃圾,长沙
北京,"(1,)",尔冬马尧,2,0.5,2019-01-04 19:59:35,垃圾，只是一个噱头的电影，压抑的跨年了……,北京
潮州,"('',)",澜～～梓,3,0.5,2019-01-04 19:59:22,年度最差的片子没有 不知道讲的什么鬼 看着很多人看到一半都走了 ,潮州
上海,"(2,)",OvZ847639376,2,3.0,2019-01-04 19:57:09,有点怀疑人生了,上海
西安,"(2,)",嗝嗝zhi.🐷,2,0.5,2019-01-04 19:52:55,呕 我对象都不忍心亲我,西安
泰州,"('',)",爱吃萝卜和青菜Z,2,0.5,2019-01-04 19:50:54,据说很垃圾？,泰州
宁波,"('',)",立立＇🐶👄👑,2,0.5,2019-01-04 19:46:47,还有2.1分的电影,宁波
抚顺,"('',)",翘楚宝宝,2,5.0,2019-01-04 19:34:48,第一次看毕赣的电影 在这个短视频风行的年代 静下心来看看长镜头也是一种享受 最开始看的时候会有一点茫然 慢慢看下去会明白那种感觉 一丝孤寂 一丝落寞 一丝不甘 回想起来还带着一丝苦涩 看完很久 脑海里还留着那个绿色的长裙的女人 很不错的电影,抚顺
广州,"(2,)",芃芃🦄,3,5.0,2019-01-04 19:31:13,"用心的人一定看得懂～
导演想说的，或许就是一个男人穷尽一生追寻一个女人却爱而不得，一无所有，最后只能在梦境里和爱人一起共同完成了那个能让房子旋转起来的传说。世界继续运转，生命周而复始，种种遗憾都化为珍贵的回忆。",广州
天津,"(2,)",秦易木,2,5.0,2019-01-04 19:30:32,真是不忍它被骂得这么惨,天津
南京,"(1,)",Amber,3,5.0,2019-01-04 19:28:59,毕赣的电影真的很具有“游戏体验”，在不断的摸索与凑齐碎片，从而拼出这份浪漫的影像。最后一分钟的灿烂是漫长和回味。,南京
上海,"(1,)",a497,3,0.5,2019-01-04 19:28:26,我花钱来看你吃苹果的 铁纸,上海
深圳,"(2,)",YJ,2,1.0,2019-01-04 19:26:06,可能不是很明白。所以看了以后有点懵逼。全程的贵州话，听的我满心欢喜,深圳
广州,"(2,)",小唯,2,0.5,2019-01-04 19:24:24,这是什么鬼 太失望了,广州
齐齐哈尔,"(1,)",Crayon蜡笔小新,2,3.5,2019-01-04 19:22:41,看不懂的文艺片，好厉害的样子,齐齐哈尔
广州,"(1,)",Z,2,5.0,2019-01-04 19:17:34,令我入神，忘我，电影院只有我一个人，看着看着，我只是有共鸣罢了，感谢闭赣导演，谢谢。,广州
深圳,"(1,)",szspwang,3,0.5,2019-01-04 19:17:26,还说什么呢，睡着了....,深圳
包头,"(1,)",旧人,2,0.5,2019-01-04 19:17:25,全剧都是尿点,包头
佳木斯,"(1,)",离人,4,0.5,2019-01-04 19:16:47,浪费时间，。,佳木斯
北京,"(1,)",古器真茶,4,4.5,2019-01-04 19:15:01,小镇诗意感和细节的美感，在国产片里是少见的,北京
呼伦贝尔,"(1,)",kldtz1976,3,4.5,2019-01-04 19:12:00,不好看这是什么电影,呼伦贝尔
杭州,"(2,)",我是大杜皮,2,0.5,2019-01-04 19:07:53,哈哈哈，据说超烂，还好跟当时想一起去看的人到31号就找不到了,杭州
常州,"('',)",咪兜我爱你,2,0.5,2019-01-04 19:07:15,看电影看的我差点死去，心脏乱跳，气都透不过来了，人及其难受，整个电影给我的感觉太灰暗，看完也不知表达的什么,常州
瑞安,"('',)",吊妹妹哦,3,0.5,2019-01-04 19:01:54,最多一分少给0.5都怕这个电影太骄傲,瑞安
漯河,"('',)",马鹿马，,4,0.5,2019-01-04 18:59:50,年度之最，进去就开始睡，如果不是因为心疼电影票，我也像其他人一样潇洒的起身就走，我坐也要把电影票坐回来。,漯河
合肥,"('',)",梦婷婷。,1,0.5,2019-01-04 18:54:33,年度最烂，不想说话。,合肥
北京,"('',)",qUs18650054068,3,4.0,2019-01-04 18:52:27,比隔壁来电狂响有意思多了,北京
深圳,"('',)",Ericy_余,3,0.5,2019-01-04 18:52:10,我觉得一些所谓的导演用一些什么**艺术眼光来述说解释自己拍的烂电影，用钱买票的观众就是为了看好看的电影不是为了看艺术什么来的，好看就是好看不好看就是不好看，这电影简直是比浪费时间更可怕 …,深圳
珠海,"(2,)",mGP862718082,3,0.0,2019-01-04 18:48:13,2018最垃圾的电影，完全看不懂剧情，浪费消费者的时间跟金钱,珠海
郑州,"(1,)",等风来而已,1,0.5,2019-01-04 18:46:46,垃圾中的战斗机，去看吧，去浪费青春吧,郑州
青岛,"(2,)",不悔经行处,1,0.5,2019-01-04 18:39:16,看不懂。太烂了。没有剧情，也没有感情。,青岛
银川,"('',)",PaRaNoiA,3,0.5,2019-01-04 18:37:48,活到现在看过的最难看的电影，没有之一，文艺二字害死人,银川
青岛,"(1,)",sdoha,4,4.0,2019-01-04 18:37:42,拍摄手法真心不错，但是故事有点儿没讲明白,青岛
江门,"('',)",极度猥琐的老衲,2,0.5,2019-01-04 18:27:48,嗯，没有悬疑，没有剧情，没有美女，看着一个人硬生生吃完一个苹果我真是醉了。2019年年度烂片王想不到在第一天就已经出现了。我之所以给一分是因为评论没法给零分。一部电影如果想面面俱到，往往到最后就是一无所有。,江门
沈阳,"(2,)",冰人儿999,1,0.5,2019-01-04 18:27:42,看了一半出来了，2018年最差的电影，没有之一，也不想知道结局。,沈阳
重庆,"(1,)",飛絮飄零_joker,3,2.0,2019-01-04 18:26:39,這電影我估計不看三次以上我是看不懂的。我有點想知道多少人衝著湯唯去的，又有多少人看得一臉懵逼，我覺得好的作品應該是雅俗共賞的，而不是曲高和寡，不管電影還是文章，能讓觀眾明白你想表達什麼才是最重要的。票價全給湯唯。,重庆
哈尔滨,"(2,)",马小楠,3,0.5,2019-01-04 18:25:07,烂到爆。。。,哈尔滨
北京,"(1,)",李xixi,4,0.0,2019-01-04 18:24:25,晚上11点多的电影，睡醒了都1点了就没去……真的很抱歉……,北京
北京,"(1,)",，,4,2.5,2019-01-04 18:22:57,本来挺期待看此片，看到分数如此低，感觉去了也是浪费时间，看来汤唯穿衣服的片子是不如脱了分数高……,北京
宁海,"(2,)",Skuara,1,2.5,2019-01-04 18:22:43,真的很好看 很失望了,宁海
昆明,"('',)",露小旗,3,0.5,2019-01-04 18:18:54,烂到不能在烂了,昆明
昆明,"(2,)",Te   Fuir,3,1.0,2019-01-04 18:14:18,完全看不懂，才看半个小时就出来了,昆明
北京,"('',)",贾海艳,2,0.5,2019-01-04 18:10:25,垃圾电影2018年度最佳,北京
蚌埠,"(2,)",王婷好名字,2,1.5,2019-01-04 18:09:35,啥片。都是噱头。 不好看,蚌埠
都江堰,"('',)",jFT382230054,5,0.5,2019-01-04 18:09:09,超级烂，，浪费钱,都江堰
北京,"(2,)",邹网红,3,0.5,2019-01-04 18:02:02,没有0分吗？😊,北京
深圳,"('',)",阿斗先生,2,0.5,2019-01-04 17:58:17,真的是差到爆，完全不知道在讲什么，要不是在跨年0点，票房绝对不高！白过了一个跨年,深圳
荆门,"(1,)",往事随风,4,4.5,2019-01-04 17:55:14,看不懂也要强行给,荆门
昆明,"(1,)",浅夏花开淡陌时丨,3,0.5,2019-01-04 17:54:09,恕我才疏学浅，不能领会其中的含义。或许是我薄情寡义，不懂导演设计的情。 如果不是跨年夜什么什么，我真的没兴趣去看。,昆明
武汉,"(2,)",👑摩羯🍪,2,0.5,2019-01-04 17:52:53,这么低得评分，干脆下影算了，很丢人,武汉
北京,"(2,)",gk7777,3,0.5,2019-01-04 17:51:02,还能说啥 看分,北京
长沙,"('',)",hVh738834974,2,0.5,2019-01-04 17:50:22,看了二十分钟不到,长沙
阜阳,"(1,)",，,3,0.5,2019-01-04 17:49:21,治好了我的失眠。。。,阜阳
秦皇岛,"('',)",XiYouJieShiNi.,1,0.5,2019-01-04 17:46:49,从开场还很激动 然而 我睡着了吃苹果走楼梯这个电影是我看过的最烂的电影,秦皇岛
台州,"(2,)",伊利买提,2,0.5,2019-01-04 17:46:24,超级难看，都不知道放什么，恶毒死了,台州
海口,"(1,)",SusanRoy,3,2.0,2019-01-04 17:43:55,全程在看吃苹果走楼梯？什么鬼？？？可能我不适合看文艺片。,海口
阜新,"(1,)",vlC976242110,3,5.0,2019-01-04 17:43:05,这电影忒好看了 看得我遭好几天罪,阜新
重庆,"('',)",lbw11210,2,1.0,2019-01-04 17:43:05,emmmmmm怪小生修为不够看不懂 两分给你打个情怀分 我真的有认真看....,重庆
杭州,"(2,)",吾 然,5,4.5,2019-01-04 17:41:12,"
这就是电影，梦与现实之间，如梦之梦。亚里士多德说成人的梦是黑白的，而这是一场彩色斑驳的“梦”中梦。电影中罗纮武的梦境一层层剥开，又不断锁在闭合的因果循环中，寻找生命所失。残缺，恍惚，魍魉，情欲又浪漫。爱情，是转瞬即逝的梦，也是一种罪。",杭州
上海,"('',)",Liuliaoliao.,2,5.0,2019-01-04 17:36:34,或许们追求的一生,上海
阜新,"(2,)",小吃货阿琳,3,0.5,2019-01-04 17:35:00,我想知道这到底演的是啥呢？,阜新
柳州,"('',)",Qrs518168,3,0.0,2019-01-04 17:31:12,这是我看过最难看的电影，看了十分钟就走了！,柳州
上海,"('',)",平凡之路,3,0.5,2019-01-04 17:31:05,有史以来看过最难看的电影了。全程都像是雾霾天气中拍摄的。剧情超烂。广告都比这个好看。,上海
保定,"(1,)",迪圣贤蹦,2,0.5,2019-01-04 17:31:02,这是我活这么大看过得最烂的电影,保定
绥化,"(1,)",平凡但不平庸,2,0.5,2019-01-04 17:24:07,太好看了吧，哈哈哈,绥化
广州,"(1,)",Self,2,3.5,2019-01-04 17:21:20,男主的梦境跟现实到底是否存在联系 云里雾里 反正可以肯定情侣都不应该看 打情骂俏还是隔壁大黄蜂吧,广州
深圳,"('',)",丁冇,5,2.5,2019-01-04 17:21:18,看不懂，不好意思,深圳
温岭,"(2,)",iRRRr,3,0.5,2019-01-04 17:17:20,浪费钱不说 浪费了那么有意义的跨年夜 看电影从来不睡觉的 结果睡的比谁都香,温岭
延安,"(1,)",陈柏名,4,5.0,2019-01-04 17:13:49,电影吧 不多说 都快去看吧 不能膈应我一个人,延安
秦皇岛,"('',)",樱桃妹妹_,2,0.5,2019-01-04 17:13:16,看不懂！！！！烧脑！！！,秦皇岛
昆明,"('',)",歌者十三丶,2,0.5,2019-01-04 17:11:43,"一部电影拍的最高的境界就是看了半天不知道讲了啥
到最后就记住一个吃苹果和一个乒乓球  没头没尾的这个电影   后悔  半月之前就订票看   烂片   配音辣耳朵
你说你方言就方言吧  还夹杂着普通话   一场下来 一场人要么玩手机  要么睡觉  要么走掉。也醉了，",昆明
芜湖,"(2,)",紫衣浅酒,2,2.5,2019-01-04 17:10:29,我没看过文艺片，不喜欢也不讨厌，只是片名和上映时间让我期待已久，还是有些失望，不是自己喜欢的电影类型。,芜湖
厦门,"('',)",BIi831180980,2,0.5,2019-01-04 17:09:59,为啥最低分只能是一分啊？,厦门
苏州,"(1,)",向光茁壮生长的Cc,4,3.5,2019-01-04 17:08:41,可见大部分猫眼用户都是傻13,苏州
成都,"('',)",吃了再减肥～,1,0.0,2019-01-04 17:04:53,最难看电影，没有之一，浪费时间。,成都
临泉县,"('',)",你读书少,5,5.0,2019-01-04 16:58:50,王家卫的影调，塔可夫斯基的气质。谁说不讲故事了，明明讲了一个极度诗意而浪漫的爱情故事，谁说没有人物了，哪一个人物没有特点？我们对电影的理解都被好莱坞惯坏了，故事并不一定要用那种方式开讲。而且电影和故事本来就没有必要的联系，如果艺术都是用来讲故事的，那艺术的功能也太狭隘了。毕赣虽然还不到30岁，但他已经可以完全称得上大师了，而且自第六代之后的导演没有一个可以与之相提并论，现在不能，以后更不能。,临泉县
常熟,"(2,)",XxxJY99,1,2.5,2019-01-04 16:50:26,开场十分钟开始睡觉 睡了半小时 我的小伙伴们和我说走吧,常熟
宁波,"(2,)",阿柒要减肥,3,0.5,2019-01-04 16:48:33,"事实证明  营销做得好  不怕票房差 
零点这个噱头赚足了票房",宁波
兰州,"('',)",是大可乐,1,0.5,2019-01-04 16:45:37,哎，不想吐槽,兰州
临汾,"(2,)",向日葵盛开的夏天,2,0.5,2019-01-04 16:41:29,剧情拖拉 一点意思也没，看了一半没看了。浪费钱！！,临汾
广州,"(2,)",Betty_Hw,2,3.5,2019-01-04 16:40:09,导演的浪漫与诗意很美好。这部电影比较小众，或许是某些方面造成了误会，大家希望它是浪漫感人的，可导演的表达是如此晦涩，这就造成了严重的落差。,广州
宜宾,"(1,)",INa675469553,3,3.0,2019-01-04 16:38:17,没看懂，不知道讲的什么,宜宾
常州,"('',)",孤独患者,2,0.5,2019-01-04 16:31:27,四川话电影，值得一看,常州
南京,"(2,)",Tina,3,5.0,2019-01-04 16:27:29,意识流的电影，很新颖的方法，有一点点闷，但看得下去，不会睡着💤 ,南京
成都,"('',)",潘达百分之一百,3,0.5,2019-01-04 16:27:25,退场了好多人…………,成都
武汉,"(2,)",葛琪琪🐾,4,3.5,2019-01-04 16:26:02,3D眼镜戴上之后，bgm随着地球最后的夜晚几个字的出现响起，我就彻底被征服了。憋着尿看完了最后一个小时～✧٩(ˊωˋ*)و✧,武汉
济南,"(1,)",rIz690998380,4,0.5,2019-01-04 16:24:34,看不懂，宣传圈钱,济南
东莞,"(2,)",Yipink,2,1.0,2019-01-04 16:23:23,算了吧哎，一言难尽,东莞
营口,"('',)",uJu284094183,3,0.5,2019-01-04 16:21:55,很少写影评，这部电影我真的需要吐槽一下，从进去到出来，你演的啥，最后结尾我想问一句，你是要有第二部吗？总感觉话没说完就结束了？,营口
沈阳,"('',)",不吃香菜emmm,1,3.0,2019-01-04 16:21:48,之前炒的那么厉害，各个影院爆满，结果......好多看半路就走的……太打脸了……,沈阳
太原,"(1,)",阿源。ゞ A Yuán💋,2,0.5,2019-01-04 16:14:37,真垃圾 我看的都能睡着 希望大家不要看 没意思 ,太原
武汉,"(1,)",erm130340534,3,2.5,2019-01-04 16:14:34,文爱电影的失败是可以预见的。因为时代变了。以前看电影的人群主要是文艺青年，所以无论你多绕多多不完整的剧情，都有人去脑补。可现在看电影的人群并不能以一个词来概括，因为各个年龄段的人都有。这也是商业片大行其道的原因。文爱类前路坎坷，还是多打磨打磨剧本在出来卖吧，当然也要挑个淡季才能有跟好的票房。,武汉
深圳,"(1,)",小野野可爱多,4,1.0,2019-01-04 16:13:21,无趣。感觉人生已经达到了低潮,深圳
涟水,"('',)",brZ132240348,1,0.5,2019-01-04 16:09:00,根本看不懂，看一半还卡住了，辣鸡,涟水
重庆,"(2,)",光芒cc,2,0.5,2019-01-04 16:07:55,真的炒鸡炒鸡难看啊，开场没多久人都走了。害我怀着孕还去看12点的场，简直是不想吐槽,重庆
上海,"('',)",赛博将,5,4.5,2019-01-04 16:07:04,节奏是有点慢，意象还是很值得回味的。汤唯黄觉戏很足。可能不是大众口味吧。7分真实感觉，多给2分拉一把,上海
常州,"(2,)",yyr920,3,3.0,2019-01-04 16:06:32,也不至于2分吧，只能说故事讲诉难以读懂，但景和意境的表现蛮新颖的，只能说看的是一种感觉…,常州
重庆,"(1,)",悠长假期,3,0.5,2019-01-04 16:03:58,"不论色彩，台词，音乐没一值得提！
拖拉故事加虚空长镜头。
说它是文艺皮囊，都过褒。充其量偷影子的人吧！
1.色彩（男女之色）并没有通过色彩的转搭通知以及预言主角的内心挣扎，反倒一味寻求至美之幻。强加给时代的文艺虚无太厉害，甚至是狗B 
2. .台词（水之书）电影里很多情绪似乎都依靠水纹泥泞的折变试图推送关键。但台词的空洞与无意义的拼接剪辑完全不知道，男女之间，甚至这场雨到底要告诉我们什么！
3.音乐（致命弯道）真正好的背景音乐不是让你我去记住，而是暂时忘记它的存在，随画面台词的留白隙间，才潺潺明白音乐的作用力。但“最后的世界”却告诉我们。她们是后期分包完成！
经那么多年的文化沉淀，",重庆
肥西县,"(1,)",Eus597347820,2,0.5,2019-01-04 16:02:51,这是第一个激发我在看电影时间的欲望,肥西县
腾冲,"(1,)",rce43543524,2,0.5,2019-01-04 16:02:26,从没看过那么垃圾的片子 以后国产片只看点喜剧了,腾冲
广州,"(2,)",๓㎕๓。 So~ °,2,0.5,2019-01-04 16:00:06,3D效果既然在后半部分，剧情完全不知道说什么，跟影名有什么关联码？？,广州
南京,"('',)",dhb575863815,3,2.0,2019-01-04 15:55:00,"故作高深吗 我是一个庸俗人我看不懂
一部电影留几个悬念让人回味是好的 而这部电影是全程懵的看完 有几个镜头特写是好的 但不至于每个镜头都特写吧 物极必反嘛 突然就插进来一个吃苹果的镜头吃到把苹果核都吃下去太刻意了吧 电影不怕它庸俗好看就行 就怕遇到这种班门弄斧可能还觉得自己酷的不得了的 好了 我去转乒乓球拍看看飞不飞的起来",南京
连江,"(1,)",基督阿斯加德,2,0.5,2019-01-04 15:54:22,说到最后的夜晚我就想到我们师徒一行人在女儿国度过的夜晚...,连江
海口,"('',)",yGd855138137,2,0.5,2019-01-04 15:52:46,嗯！😑😑😑,海口
芜湖,"(2,)",徐小姐,2,0.5,2019-01-04 15:51:58,看不懂 好压抑啊  无聊透了,芜湖
徐州,"(2,)",橙味儿,2,0.5,2019-01-04 15:51:19,看不懂，走了😒 ,徐州
滕州,"(1,)",mZI704144283,3,0.5,2019-01-04 15:50:24,垃圾 超级烂片,滕州
佛山,"('',)",vkg217705633,3,4.5,2019-01-04 15:50:23,我不明白铺天盖地的差评从何而来？因何而来？影片本身的基调就是比较个人视觉比较文艺比较慢节奏的，但是，作为一种向内心深处求索生命感悟的小众电影，这又有何不可？又碍了谁了呢？虽然我并不决然拒绝靠白痴桥段博满堂欢笑的爆米花电影，但对于这样恬淡从容地讲一些不功利不出位的故事的电影，我认为大家不该这样苛求甚至落井下石。至少，那些甚至都没掏过钱买票去看过电影的键盘侠，就请积德闭嘴吧……这样的刀子嘴，太伤人了。我，敬重他们，导演、演员、工作人员，他们的辛苦付出，若有人不懂，也没什么，闭嘴转身，这样就好了。,佛山
临沂,"('',)",仓葵与暮_,2,2.5,2019-01-04 15:48:53,讲真确实看不懂，进了影院像火车站，而且基本都是情侣，由于电影气氛太压抑所以大家都在打哈欠，跨年看这个确实有点，，，,临沂
共青城,"('',)",付雨晴,3,0.5,2019-01-04 15:48:45,不好看吐槽啊,共青城
无锡,"('',)",郑大大大彬,2,0.5,2019-01-04 15:46:40,烂！节奏慢，剧情跳,无锡
宜昌,"('',)",imS763337458,2,5.0,2019-01-04 15:40:19,挺好看的 为什么我觉得是一部喜剧片 很喜欢里面的画面与对白 一个镜头拉长 我就忍不住的想笑 虽然看完脑子是个线团 但是看的很轻松 也许大概讲的就是男主对女主的爱吧,宜昌
惠州,"(2,)",KWZ554612997,2,0.0,2019-01-04 15:38:33,从来没看过这么垃圾的电影，完全看不懂，垃圾,惠州
呼伦贝尔,"(2,)",亚斯米妮_H,3,1.5,2019-01-04 15:37:10,真的好没意思,呼伦贝尔
茂名,"(2,)",お樱子🐯,2,3.5,2019-01-04 15:34:43,个人艺术细胞不够，但影片还是OK的,茂名
长春,"(1,)",牛翔宇,2,3.5,2019-01-04 15:33:29,作为一部需要思考甚至多次观看的文艺片作为年末的影片有点硬核，对大众不是很友好，各种长镜头即使用的好也只会让一般人觉得格外无聊,长春
邢台,"(1,)",X.W,3,5.0,2019-01-04 15:30:47,不要等失去了 才去挽回 为时已晚 请珍惜当下,邢台
北京,"(1,)",山的那边有一堆毛,4,2.5,2019-01-04 15:30:07,看了影评买的，又是看了影评决定不看的，只能公道说，文艺片不适合大张旗鼓宣传。但是其实这东西只有少数人看得懂吧,北京
深圳,"(1,)",（expiation),3,0.5,2019-01-04 15:29:34,垃圾 还我100块，首映的时候看的 特意过来差评 观众不满意 就是这么任性！,深圳
